"統一編號","公司名稱","公司地址","資本總額","實收資本額","在境內營運資金","核准設立日期","營業地址（財政資訊中心匯入）","行業代號（財政資訊中心匯入）","財政資訊中心匯入日期","股票代號（金融監督管理委員會匯入）","產業別（金融監督管理委員會匯入）","金融監督管理委員會匯入日期","商標資料（智慧財產局匯入）","智慧財產局匯入日期"
"93705313","弘亭國際有限公司","新北市深坑區文化街66號2樓","1000000"," "," ","1130328","新北市深坑區埔新里文化街６６號２樓","484112,,,","26-MAR-26","","","","",""
"93709177","緯芯智能股份有限公司","新北市土城區中華路1段36號7樓之1","3000000","3000000"," ","1130401","新北市土城區中華路１段３６號７樓之１","639099,524100,,","26-MAR-26","","","","",""
"93709417","地特設計有限公司","新北市中和區中山路2段136巷8號2樓","2000000"," "," ","1130329","新北市中和區佳和里中山路２段１３６巷８號２樓","434011,,,","26-MAR-26","","","","",""
"93710239","富寷商業有限公司","新北市三重區新北大道1段129號4樓","200000"," "," ","1130401","新北市三重區光陽里０３０鄰新北大道１段１２９號４樓","461999,461515,,","26-MAR-26","","","","",""
"93710929","雲科技有限公司","新北市中和區永貞路249巷15號3樓","200000"," "," ","1130401","新北市中和區中安里永貞路２４９巷１５號３樓","639099,464111,,","26-MAR-26","","","","",""
"93711146","鉅隆重卡有限公司","新北市永和區永平路202號2樓","500000"," "," ","1130402","新北市永和區中溪里永平路２０２號２樓","465111,465311,,","26-MAR-26","","","","",""
"93711188","良益人力資源管理顧問有限公司","新北市板橋區文化路1段329號4樓","1000000"," "," ","1130402","新北市板橋區忠誠里文化路１段３２９號４樓","782000,812100,,","26-MAR-26","","","","",""
"93711413","良助國際有限公司","新北市林口區文化二路2段188號","9000000"," "," ","1130402","新北市林口區中湖里文化二路２段１８８號","456999,731099,434011,681211","26-MAR-26","","","","",""
"93717401","展銓開發股份有限公司","新北市林口區文化三路2段455號11樓","20000000","20000000"," ","1130109","新北市林口區中湖里文化三路二段４５５號十一樓","670012,,,","26-MAR-26","","","","",""
"93718529","百里環保股份有限公司","新北市新莊區民安西路252巷37號","7000000","7000000"," ","1130111","新北市新莊區光明里民安西路２５２巷３７號","382112,,,","26-MAR-26","","","","",""
"93718751","冠達國際通運有限公司","新北市永和區永利路7巷10號","7500000"," "," ","1130111","新北市永和區福和里永利路７巷１０號","523200,523300,524999,","26-MAR-26","","","","",""
"93719219","森活國際事業有限公司","新北市樹林區三俊街199巷31號","1250000"," "," ","1130112","新北市樹林區圳生里三俊街１９９巷３１號","454611,,,","26-MAR-26","","","","",""
"93719787","翔御食品有限公司","新北市板橋區文化路1段147號11樓之1","300000"," "," ","1130115","新北市板橋區漢生里文化路１段１４７號１１樓之１","454399,454999,,","26-MAR-26","","","","",""
"93720193","微克銳科技有限公司","新北市林口區麗園二街1巷2號3樓之4","1000000"," "," ","1130116","新北市林口區東勢里麗園二街１巷２號３樓之４","463115,461515,,","26-MAR-26","","","","",""
"93720362","橙佳數位行銷股份有限公司","新北市蘆洲區民生街87號5樓","1000000","1000000"," ","1130116","新北市蘆洲區民和里民生街８７號５樓","483111,483212,,","26-MAR-26","","","","",""
"93722397","威爾貝斯股份有限公司","新北市汐止區新台五路1段99號22樓之2","2500000","2500000"," ","1130116","新北市汐止區復興里新台五路一段９９號二十二樓之２","474999,475299,473999,474199","26-MAR-26","","","","",""
"93739828","勝暄建設股份有限公司","新北市新莊區五權一路1號8樓之2","15000000","15000000"," ","1130215","新北市新莊區福興里五權一路１號８樓之２","670012,,,","26-MAR-26","","","","",""
"93762405","晨芯國際租賃有限公司","新北市土城區日和街31號（1樓）","5000000"," "," ","1120630","新北市土城區日和里日和街３１號（１樓）","772100,484112,465311,484311","26-MAR-26","","","","",""
"93762518","盛立興業有限公司","新北市新莊區龍安路22號14樓之1","8500000"," "," ","1120630","新北市新莊區龍鳳里龍安路２２號１４樓之１","434011,782000,702099,472999","26-MAR-26","","","","",""
"93762524","瑞城海空國際有限公司","新北市汐止區樟樹一路129巷4號5樓","500000"," "," ","1120630","新北市汐止區忠孝里樟樹一路１２９巷４號五樓","529099,,,","26-MAR-26","","","","",""
"93762616","鴻安心物業管理顧問股份有限公司","新北市三重區成功路60號2樓","1000000","1000000"," ","1120704","新北市三重區成功里成功路６０號２樓","782000,702099,812100,811000","26-MAR-26","","","","",""
"93762622","拾夢室內裝修設計有限公司","新北市板橋區干城路157號","1000000"," "," ","1120704","新北市板橋區廣福里干城路１５７號","434015,,,","26-MAR-26","","","","",""
"93762860","壹樓餐飲國際有限公司","新北市新莊區中正路514巷105弄18號","4000000"," "," ","1120703","新北市新莊區營盤里中正路５１４巷１０５弄１８號","454999,,,","26-MAR-26","","","","",""
"93763002","台灣寶貝房運通有限公司","新北市永和區中和路499號8樓之13","100000"," "," ","1120704","新北市永和區安和里中和路４９９號８樓之１３","454700,454999,456999,457299","26-MAR-26","","","","",""
"93763220","松浚科技股份有限公司","新北市中和區中山路2段42號4樓","10000000","3000000"," ","1120705","新北市中和區中山路２段４２號４樓","464111,639099,,","26-MAR-26","","","","",""
"93763642","尚華榮資產管理顧問有限公司","新北市三重區中正北路15號4樓","6000000"," "," ","1120705","新北市三重區中山里０２０鄰中正北路１５號４樓","681111,681112,702099,689113","26-MAR-26","","","","",""
"93763951","袋鼠國際租賃股份有限公司","新北市永和區自強街42號","25000000","25000000"," ","1120706","新北市永和區大新里自強街４２號","772100,465111,,","26-MAR-26","","","","",""
"93764065","國鼎國際物流有限公司","新北市五股區夏綠地街11之6號","5000000"," "," ","1120706","新北市五股區水碓里夏綠地街１１之６號","529099,530100,820914,","26-MAR-26","","","","",""
