principal,date,law,name,id,lawcontent,docno,amt_dollartwd
張源然,2025-10-17,職業安全衛生法第6條第1項,地球營造股份有限公司,1065916515WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144694917號,30000
高明清,2025-10-16,職業安全衛生法第6條第1項,嘉崴營造工程有限公司,1065916517WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144694792號,50000
葉錦森,2025-10-17,職業安全衛生法第6條第1項,同興營造工程股份有限公司,1065916519WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144694369號,130000
卓李伶莉,2025-10-17,職業安全衛生法第6條第1項,嘉頡營造股份有限公司,1065916524WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144694386號,40000
邱奕鈞,2025-10-16,職業安全衛生法第6條第1項,金緞工業股份有限公司,1065916525WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144694183號,140000
卓李伶莉,2025-10-17,職業安全衛生法第6條第1項,嘉頡營造股份有限公司,1066067171WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144694485號,50000
,2025-06-10,職業安全衛生法第6條第1項,翁英勇,1047327070WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144677690號,10000
,2025-10-21,職業安全衛生法第6條第1項,王水清,1066654543WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144694868號,60000
朱玉珠,2025-10-21,職業安全衛生法第6條第1項,億東營造股份有限公司,1066654544WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144694992號,50000
陳妍伶,2025-10-21,職業安全衛生法第6條第1項,威晨企業有限公司,1066654548WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144694783號,30000
羅淑英,2025-10-21,職業安全衛生法第6條第1項,華義工程有限公司,1066654549WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144694897號,40000
陳正忠,2025-10-21,職業安全衛生法第6條第1項,起辰營造股份有限公司,1066654550WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695286號,30000
李文明,2025-10-21,職業安全衛生法第6條第1項,萊爾富國際股份有限公司,1066654551WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144694796號,30000
劉川,2025-10-21,職業安全衛生法第6條第1項,川祥營造有限公司,1066654552WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144694760號,30000
陳煌松,2025-10-21,職業安全衛生法第6條第1項,亞星營造股份有限公司,1066654553WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144694789號,30000
張晴晴,2025-10-21,職業安全衛生法第6條第1項,千代田營造有限公司,1066654554WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144694756號,30000
黃柏峰,2025-10-22,職業安全衛生法第6條第1項,冠柏營造股份有限公司,1066654561WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695443號,90000
黃柏峰,2025-10-22,職業安全衛生法第27條第1項,冠柏營造股份有限公司,1066654563WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第11446954431號,30000
蕭柏文,2025-10-22,職業安全衛生法第6條第1項,北翰營造有限公司,1066799918WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695325號,40000
蔡蒼柏,2025-10-22,職業安全衛生法第6條第1項,承優營造股份有限公司,1066799919WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695251號,30000
黃世芳,2025-10-22,職業安全衛生法第6條第1項,天河工程有限公司,1066799931WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695382號,30000
王檻勝,2025-10-22,職業安全衛生法第6條第1項,欣洋營造工程股份有限公司,1066799932WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695177號,40000
董怡伶,2025-10-27,職業安全衛生法第6條第1項,植煇營造有限公司,1066947034WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695887號,30000
林建良,2025-10-27,職業安全衛生法第6條第1項,久松營造股份有限公司,1066947035WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695888號,30000
李昇緯,2025-10-28,職業安全衛生法第6條第1項,璞石營造股份有限公司,1066947037WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695973號,30000
廖仲偉,2025-10-23,職業安全衛生法第6條第1項,達詮股份有限公司,1066947043WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695403號,50000
蔡蒼柏,2025-10-23,職業安全衛生法第6條第1項,承優營造股份有限公司,1066947045WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695771號,60000
張立雍,2025-10-23,職業安全衛生法第6條第1項,安倉營造股份有限公司,1066947046WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695687號,30000
金子泰丈,2025-10-23,職業安全衛生法第6條第1項,日商華大成營造工程股份有限公司台灣分公司,1066947047WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695527號,40000
葉錦森,2025-10-27,職業安全衛生法第6條第1項,同興營造工程股份有限公司,1066947048WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695630號,50000
彭萬源,2025-10-27,職業安全衛生法第6條第1項,立華營造股份有限公司,1066947049WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695633號,30000
陳玉玫,2025-10-27,職業安全衛生法第6條第1項,首鋼營造股份有限公司,1066947050WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695643號,80000
張家躍,2025-10-27,職業安全衛生法第6條第1項,昱嘉營造有限公司,1066947051WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695645號,30000
楊財烈,2025-10-27,職業安全衛生法第6條第1項,大樣光電科技有限公司,1067418784WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695806號,40000
簡惠美,2025-10-27,職業安全衛生法第6條第1項,勞朋企業有限公司,1067418807WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695254號,40000
朱東輝,2025-10-27,職業安全衛生法第6條第1項,旭源營造工程股份有限公司,1067418815WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695811號,40000
,2025-10-29,職業安全衛生法第6條第1項,謝亞辰（即亞吉工程行）,1067497067WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695861號,40000
,2025-10-29,職業安全衛生法第6條第1項,陳建智（即畯麒工程行）,1067497068WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695769號,30000
陳維綸,2025-10-29,職業安全衛生法第23條第1項,博森健康有限公司,1067497071WZT,未訂定職業安全衛生管理計畫，並設置安全衛生組織、人員，實施安全衛生管理及自動檢查,新北府勞檢字第1144695690號,30000
李正和,2025-10-28,職業安全衛生法第6條第1項,華濤工業股份有限公司,1067497078WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696145號,30000
卓李伶莉,2025-10-28,職業安全衛生法第6條第1項,嘉頡營造股份有限公司,1067497082WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696315號,30000
謝香,2025-10-28,職業安全衛生法第6條第1項,奕宸工程有限公司,1067497083WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695704號,40000
,2025-10-28,職業安全衛生法第6條第1項,林德森,1067497084WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696319號,40000
卓李伶莉,2025-10-28,職業安全衛生法第6條第1項,嘉頡營造股份有限公司,1067497086WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696317號,30000
張地湧,2025-10-28,職業安全衛生法第6條第1項,光暉瓦斯有限公司,1067497087WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695531號,30000
黃大欉,2025-10-30,職業安全衛生法第6條第1項,福清營造股份有限公司,1067642860WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695962號,50000
林文正,2025-10-29,職業安全衛生法第6條第1項,彩城營造有限公司,1067642862WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696054號,40000
,2025-10-30,職業安全衛生法第6條第1項,林春雄（即百騏工程行）,1067642864WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696233號,30000
鄭得興,2025-10-29,職業安全衛生法第6條第1項,統皓食品股份有限公司,1067642885WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696489號,50000
連家慶,2025-10-29,職業安全衛生法第6條第1項,昱程營造有限公司,1067642886WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696051號,30000
林鴻吉,2025-10-29,職業安全衛生法第6條第1項,國城營造有限公司,1067642888WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696368號,60000
鄭宗英,2025-10-29,職業安全衛生法第6條第1項,永續鷹架企業股份有限公司,1067642889WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696338號,40000
林甄紜,2025-10-30,職業安全衛生法第6條第1項,豪豐營造股份有限公司,1067642891WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696322號,60000
鄭祝良,2025-10-29,職業安全衛生法第23條第1項,聯鈞光電股份有限公司,1067642892WZT,未訂定職業安全衛生管理計畫，並設置安全衛生組織、人員，實施安全衛生管理及自動檢查,新北府勞檢字第1144696276號,40000
莊順保,2025-10-30,職業安全衛生法第37條第2項,億昌印刷有限公司,1067789667WZT,事業單位勞動場所發生職業災害，未於八小時內通報勞動檢查機構,新北府勞檢字第1144696253號,30000
藍國書,2025-10-31,職業安全衛生法第27條第1項,長友營造股份有限公司,1067789668WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1144696721號,30000
藍國書,2025-10-31,職業安全衛生法第6條第1項,長友營造股份有限公司,1067789669WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第11446967211號,40000
簡志誠,2025-10-30,職業安全衛生法第6條第1項,中華電信股份有限公司,1067789670WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696415號,30000
蕭柏文,2025-10-30,職業安全衛生法第6條第1項,北翰營造有限公司,1067789673WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144695908號,40000
王永傑,2025-11-03,職業安全衛生法第6條第1項,城甲營造股份有限公司,1067936812WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696765號,40000
許木林,2025-11-04,職業安全衛生法第6條第1項,東誠電線電纜股份有限公司,1068424738WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696795號,30000
孫瑞玲,2025-11-04,職業安全衛生法第6條第1項,德美營造股份有限公司,1068424739WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696495號,30000
李高淵,2025-11-05,職業安全衛生法第23條第1項,三重中興醫院,1068424740WZT,未訂定職業安全衛生管理計畫，並設置安全衛生組織、人員，實施安全衛生管理及自動檢查,新北府勞檢字第1144696951號,30000
胡文章,2025-11-07,職業安全衛生法第6條第1項,合茂營造股份有限公司,1068572568WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697070號,50000
,2025-11-06,職業安全衛生法第6條第1項,郭宏志（即宏迅工程行）,1068572570WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696797號,30000
曾家成,2025-11-06,職業安全衛生法第6條第1項,逢國營造有限公司,1068572571WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696959號,30000
田中一彥,2025-11-06,職業安全衛生法第6條第1項,台灣松下營造股份有限公司,1068572573WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697150號,40000
王檻勝,2025-11-05,職業安全衛生法第6條第1項,欣洋營造工程股份有限公司,1068572574WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697204號,40000
吳聖勻,2025-11-05,職業安全衛生法第6條第1項,哲在基礎股份有限公司,1068572575WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696902號,40000
張晴晴,2025-11-07,職業安全衛生法第6條第1項,千代田營造有限公司,1068572581WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696988號,30000
白英志,2025-11-07,職業安全衛生法第6條第1項,駿傑營造工程股份有限公司,1068572582WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697012號,40000
張勝發,2025-11-05,職業安全衛生法第6條第1項,洛城營造有限公司,1068572584WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696916號,40000
張志揚,2025-11-07,職業安全衛生法第6條第1項,富鋒營造有限公司,1068720605WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696963號,30000
劉明瑞,2025-11-07,職業安全衛生法第6條第1項,奇門工程有限公司,1068720606WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697129號,30000
蘇清池,2025-11-07,職業安全衛生法第6條第1項,擎安工程有限公司,1068720607WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697004號,30000
蘇清池,2025-11-07,職業安全衛生法第26條第1項,擎安工程有限公司,1068720608WZT,事業單位以其事業之全部或一部分交付承攬時，未於事前告知該承攬人有關其事業工作環境、危害因素暨本法及有關安全衛生規定應採取之措施,新北府勞檢字第1144697009號,30000
林甄紜,2025-11-07,職業安全衛生法第6條第1項,豪豐營造股份有限公司,1068720609WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697302號,60000
葉錦森,2025-11-07,職業安全衛生法第6條第1項,同興營造工程股份有限公司,1068867872WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144696982號,50000
李祥正,2025-11-07,職業安全衛生法第6條第1項,柏凱工程有限公司,1068867873WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697306號,30000
黃志桐,2025-11-07,職業安全衛生法第6條第1項,千瑞營造股份有限公司,1068867874WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697285號,60000
朱玉珠,2025-11-07,職業安全衛生法第6條第1項,億東營造股份有限公司,1068867876WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697283號,30000
李忠良,2025-11-10,職業安全衛生法第6條第1項,晶典燈飾照明有限公司,1068867877WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697147號,30000
劉炳松,2025-11-10,職業安全衛生法第6條第1項,國王營造股份有限公司,1068867878WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697320號,40000
闕詩芸,2025-11-10,職業安全衛生法第6條第1項,辰茂營造工程有限公司,1068867879WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697551號,30000
王冰元,2025-11-10,職業安全衛生法第6條第1項,新宏都營造股份有限公司,1068867890WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697279號,40000
"CHEN, STEVE",2025-11-11,職業安全衛生法第6條第1項,光紅建聖股份有限公司,1069295406WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697401號,40000
陳朝麟,2025-11-11,職業安全衛生法第6條第1項,創奇企業有限公司,1069548029WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697521號,40000
,2025-11-11,職業安全衛生法第6條第1項,吳翊辰,1069548037WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697904號,40000
郭民俊,2025-11-12,職業安全衛生法第6條第1項,華喜工程有限公司,1069548048WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697667號,30000
,2025-11-12,職業安全衛生法第6條第1項,李易帆（即福翔工程行）,1069693668WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698097號,30000
李明秋,2025-11-13,職業安全衛生法第6條第1項,程峰營造股份有限公司,1069898115WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144697931號,30000
林啓誠,2025-11-13,職業安全衛生法第6條第1項,台成營造有限公司,1069898116WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698318號,40000
蔡蒼柏,2025-11-13,職業安全衛生法第6條第1項,承優營造股份有限公司,1069898122WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698274號,60000
翁玉榮,2025-11-13,職業安全衛生法第6條第1項,冠杰企業有限公司,1069898123WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698350號,30000
大倉直己,2025-11-14,職業安全衛生法第6條第1項,日商日本國土開發股份有限公司台灣分公司,1070044113WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698324號,60000
蔡建勝,2025-11-17,職業安全衛生法第26條第1項,長申工程有限公司,1070044123WZT,事業單位以其事業之全部或一部分交付承攬時，未於事前告知該承攬人有關其事業工作環境、危害因素暨本法及有關安全衛生規定應採取之措施,新北府勞檢字第1144698249號,30000
蘇松棱,2025-11-17,職業安全衛生法第6條第1項,奧古營造有限公司,1070044124WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698254號,40000
蔡建勝,2025-11-17,職業安全衛生法第27條第1項,長申工程有限公司,1070044125WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1144698252號,30000
林凱婷,2025-11-17,職業安全衛生法第6條第1項,吉倉工程行,1070044126WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698253號,40000
,2025-11-17,職業安全衛生法第6條第1項,呂學國（即星程冷氣行）,1070044127WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698017號,40000
林甄紜,2025-11-14,職業安全衛生法第6條第1項,豪豐營造股份有限公司,1070044128WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698291號,70000
張嘉云,2025-11-14,職業安全衛生法第6條第1項,羿鋒營造有限公司,1070044129WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698502號,40000
黃芸婧,2025-11-14,職業安全衛生法第6條第1項,墨田木藝室內裝修有限公司,1070044130WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698132號,30000
葉錦森,2025-11-14,職業安全衛生法第6條第1項,同興營造工程股份有限公司,1070044131WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698394號,30000
高志信,2025-11-17,職業安全衛生法第6條第1項,立建工程股份有限公司,1070044132WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698420號,60000
林文鑑,2025-11-18,職業安全衛生法第6條第1項,百輝營造有限公司,1070456849WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698538號,30000
楊雅婷,2025-11-18,職業安全衛生法第6條第1項,食全食品有限公司,1070601459WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698316號,60000
何易學,2025-11-20,職業安全衛生法第6條第1項,大漢營造工程有限公司,1070753794WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698956號,30000
高美霞,2025-11-21,職業安全衛生法第6條第1項,家名營造有限公司,1070753795WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698776號,50000
沈永安,2025-11-20,職業安全衛生法第6條第1項,富民營造股份有限公司,1070753796WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698520號,30000
蔡志鎬,2025-11-20,職業安全衛生法第6條第1項,瑞恆營造股份有限公司,1070753797WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698801號,30000
林樹興,2025-11-20,職業安全衛生法第6條第1項,久佳營造工程股份有限公司,1070753799WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698723號,40000
鄒宏基,2025-11-20,職業安全衛生法第6條第1項,新亞建設開發股份有限公司,1070753804WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698871號,30000
林信宗,2025-11-20,職業安全衛生法第6條第1項,鴻信營造股份有限公司,1070753805WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698586號,30000
林信宗,2025-11-20,職業安全衛生法第6條第1項,鴻信營造股份有限公司,1070753806WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699083號,40000
彭萬源,2025-11-20,職業安全衛生法第6條第1項,立華營造股份有限公司,1070753814WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699049號,80000
陳裕凱,2025-11-20,職業安全衛生法第6條第1項,翊豐營造股份有限公司,1070753815WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698655號,50000
,2025-11-20,職業安全衛生法第37條第2項,馮堯南（即雯萱宇商行）,1070944904WZT,事業單位勞動場所發生職業災害，未於八小時內通報勞動檢查機構,新北府勞檢字第1144698632號,30000
,2025-11-20,職業安全衛生法第6條第1項,馮堯南（即雯萱宇商行）,1070944905WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第11446986321號,40000
陳朝國,2025-11-24,職業安全衛生法第6條第1項,港洲營造股份有限公司,1071095547WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698878號,70000
陳語婕,2025-11-24,職業安全衛生法第6條第1項,婕宇森工程有限公司,1071095548WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699057號,30000
呂連嘉,2025-11-24,職業安全衛生法第6條第1項,宜佳營造工程股份有限公司,1071541301WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699164號,30000
郭良玉,2025-11-24,職業安全衛生法第6條第1項,慶益工程股份有限公司,1071541305WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699129號,40000
莊東榮,2025-11-24,職業安全衛生法第6條第1項,吉宗營造股份有限公司,1071541306WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699029號,30000
,2025-11-24,職業安全衛生法第6條第1項,賴清標（即昇華玻璃隔熱片行）,1071541309WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144698959號,30000
林俊羽,2025-11-25,職業安全衛生法第6條第1項,奎冠企業股份有限公司,1071683066WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699326號,30000
林晏如,2025-11-26,職業安全衛生法第6條第1項,東光先進企業有限公司,1071683075WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699223號,30000
周秀卉,2025-11-26,職業安全衛生法第6條第1項,惠寶石材有限公司,1071683076WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699602號,30000
陳明欽,2025-11-26,職業安全衛生法第6條第1項,輝昌營造有限公司,1071683077WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699224號,30000
李敬評,2025-11-26,職業安全衛生法第6條第1項,全國營造股份有限公司,1071683080WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699848號,30000
盧嘉辰,2025-11-25,職業安全衛生法第6條第1項,百晟營造股份有限公司,1071683081WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699127號,30000
劉啟峰,2025-11-26,職業安全衛生法第6條第1項,宏錩工程有限公司,1071825961WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699226號,30000
,2025-11-26,職業安全衛生法第6條第1項,孫禮潮（即禮潮工程行）,1071825962WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699458號,30000
游青憓,2025-11-26,職業安全衛生法第6條第1項,欣源營造股份有限公司,1071825963WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699459號,30000
林信宗,2025-11-26,職業安全衛生法第6條第1項,鴻信營造股份有限公司,1071825964WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699487號,40000
陳繼祖,2025-11-27,職業安全衛生法第6條第1項,金藏營造工程股份有限公司,1071970261WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699835號,30000
,2025-11-28,職業安全衛生法第6條第1項,楊慶全,1071970262WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700071號,40000
,2025-11-27,職業安全衛生法第6條第1項,楊翠蓮(即如意廣告社),1071970263WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699526號,30000
張書銘,2025-11-28,職業安全衛生法第6條第1項,書銘網路通訊有限公司,1071970264WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699671號,30000
陳胤竹,2025-11-28,職業安全衛生法第6條第1項,勁霖建材有限公司,1072112631WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700273號,30000
孫文侯,2025-11-28,職業安全衛生法第6條第1項,永鋒工程有限公司,1072112632WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700072號,30000
洪調進,2025-11-28,職業安全衛生法第6條第1項,忠泰營造股份有限公司,1072112633WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699959號,30000
林惠君,2025-12-01,職業安全衛生法第6條第1項,牛模王工程有限公司,1072112634WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699827號,30000
童式琦,2025-12-01,職業安全衛生法第6條第1項,聖安工程有限公司,1072112635WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700278號,30000
陳玉玫,2025-12-01,職業安全衛生法第6條第1項,首鋼營造股份有限公司,1072112636WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699963號,30000
李惠卿,2025-11-28,職業安全衛生法第26條第2項,大座工程有限公司,1072112650WZT,承攬人就其承攬之全部或一部分交付再承攬時，未依前項規定告知再承攬人,新北府勞檢字第1144700070號,30000
陳仲華,2025-11-28,職業安全衛生法第27條第1項,直佑營造股份有限公司,1072112652WZT,事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位未採取必要措施,新北府勞檢字第1144700069號,30000
許嘉原,2025-12-01,職業安全衛生法第6條第1項,德川營造有限公司,1072509580WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699983號,30000
許啓清,2025-12-01,職業安全衛生法第6條第1項,允升營造有限公司,1072509581WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700041號,30000
邱見鴻,2025-12-01,職業安全衛生法第6條第1項,信創營造股份有限公司,1072509583WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700085號,50000
施文權,2025-12-01,職業安全衛生法第6條第1項,宏立達工程有限公司,1072509584WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144699995號,40000
陳啟瑞,2025-12-02,職業安全衛生法第6條第1項,呈豐營造股份有限公司,1072509585WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700008號,70000
蕭湘綺,2025-12-02,職業安全衛生法第6條第1項,安榮昌股份有限公司,1072509586WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700371號,30000
朱永祥,2025-12-02,職業安全衛生法第6條第1項,昇北營造股份有限公司,1072509588WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700080號,30000
張建泰,2025-12-03,職業安全衛生法第6條第1項,永聯物流開發股份有限公司,1072650174WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700216號,30000
張崑裕,2025-12-03,職業安全衛生法第6條第1項,伍智金屬企業股份有限公司,1072791165WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700281號,70000
郭淑敏,2025-12-03,職業安全衛生法第6條第1項,國聖營造有限公司,1072791166WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700209號,60000
鍾政屹,2025-12-04,職業安全衛生法第6條第1項,通產工業有限公司,1072791167WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700432號,50000
謝富淵,2025-12-04,職業安全衛生法第6條第1項,裕臺營造股份有限公司,1072791168WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700321號,40000
林毅芳,2025-12-04,職業安全衛生法第6條第1項,富瑄營造股份有限公司,1072791169WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700280號,50000
林祐圳,2025-12-04,職業安全衛生法第6條第1項,浤祐工程有限公司,1072936560WZT,未符合規定之必要安全衛生設備及措施,新北府勞檢字第1144700595號,30000
