項次,業者名稱(市招),業者地址,產品名稱,稽查日期,稽查/檢驗項目,稽查/檢驗結果,違反之食安法條及相關法,裁罰金額,備註,違反之食安法條及相關法_標準化,危害等級,危害判斷依據
14870,金玉蔥蒜行,臺北市大同區迪化街1段222號,-,114/4/28,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14871,金玉蔥蒜行,台北市大同區迪化街1段222號,[嚴選]白木耳朵/雪耳,113/11/11,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14872,金玉饌有限公司,新北市新店區民權路50號,赤肉丁(豬),110/3/9,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14873,金玉饌有限公司,新北市新店區民權路50號1樓,-,110/3/25,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14874,金玉饌有限公司,新北市新店區民權路50號1樓,-,110/3/9,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14875,金田興業股份有限公司(NaraThaiCuisine新北新莊宏匯店),新北市新莊區新北大道4段3號7樓,絞肉(全瘦)(台灣豬),113/11/11,動物用藥,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14876,金田餐飲股份有限公司,新北市新莊區新北大道四段3號7樓,韭菜,112/3/31,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14877,金田餐飲股份有限公司,臺北市士林區中山北路6段77號2樓,－,110/10/12,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14878,金田餐飲股份有限公司,臺北市士林區中山北路6段77號2樓,雞肉凱薩沙拉,110/9/23,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14879,金甸商行,新北市土城區學府路1段193號1樓,冬瓜奶茶,110/1/13,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14880,金甸商行(老賴茶棧),新北市土城區學府路一段193號,,114/3/4,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14881,金發醬園,臺北市大同區延平北路2段247巷14號,菜頭(大),114/4/23,防腐劑、漂白劑、甜味劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14882,金發醬園,臺北市大同區延平北路2段247巷14號,-,114/5/12,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14883,金發醬園,臺北市大同區延平北路2段247巷14號,醃蘿蔔,114/4/24,標示,不合格,違反食安法第22條，依同法第47條裁處,48000,與同業者同日查核產品(泡菜、鹹菜)同案辦理,違反食安法第22條，依同法第47條裁處,medium,第22條 包裝食品標示應載事項
14884,金磚牛有限公司,新北市林口區文化三路1段2號3樓,蝦子(冷凍生白蝦)(汶萊),113/7/22,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14885,金磚牛有限公司,新北市林口區文化三路一段2號3樓,奇異果,113/7/22,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14886,金磚鴨莊,新北市板橋區文化路2段319號,鴨肉,111/3/24,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14887,金禾豐水果行,臺北市萬華區萬大路533號(地號0916),水蜜桃,111/8/17,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14888,金穀億商行,新北市樹林區啟智街29號,富山麻油辣椒醬,114/3/25,防腐劑、甜味劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14889,金綻水果商行,新北市板橋區文聖街89巷22號1樓,草莓,112/1/15,農藥(亞滅培、氟尼胺),不合格,依食安法第47條裁處,30000,,依食安法第47條裁處,medium,依第47條裁處 → 多源自第22/25/26/27條
14890,金美國小,新北市金山區忠孝一路111號,雅勝前腿肉絲CAS011002,114/3/3,豬肉原產地標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14891,金美國小,新北市金山區忠孝一路111號,自立午餐,114/6/13,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14892,金美國小,新北市金山區金美里忠孝一路111號,自立午餐,113/5/10,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14893,金美國小,新北市金山區忠孝一路111號,-,112/9/11,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14894,金美國小,新北市金山區忠孝一路111號,自立午餐,112/9/5,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14895,金美國小,新北市金山區忠孝一路111號,-,111/3/25,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14896,金美國小,新北市金山區忠孝一路111號,-,110/9/17,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14897,金老三鵝肉食堂,新北市蘆洲區長安街133號,鵝肉,113/1/19,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14898,金興發股份有限公司永和分公司,新北市永和區永平路16號,冬筍餅量販包,115/1/19,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14899,金興雜糧行,新北市土城區延吉街253巷4號1樓,阿德雞蛋,110/4/22,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14900,金色三麥板橋大遠百店,新北市板橋區新站路28號9樓,戰斧豬排,114/9/8,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14901,金色三麥板橋大遠百店,新北市板橋區新站路28號9樓,-,114/9/16,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14902,金色三麥餐飲股份有限公司,新北市三重區光復路一段101號3樓,冷凍小卷,111/6/30,重金屬,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14903,金色三麥餐飲股份有限公司,臺北市大同區承德路1段1號4樓,–,111/1/25,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14904,金色三麥餐飲股份有限公司,新北市三重區光復路1段101號3樓,美式醃燻豬肋排,111/1/12,防腐劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14905,金色三麥餐飲股份有限公司,新北市三重區光復路一段101號3樓,­,110/3/23,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14906,金色三麥餐飲股份有限公司,新北市三重區光復路一段101號3樓,美式醃燻豬肋排,110/2/18,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14907,金色三麥餐飲股份有限公司,新北市三重區光復路1段101號3樓,五骨肋排(豬肉),110/2/18,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14908,金色三麥餐飲股份有限公司(新莊店晶冠店),新北市新莊區五工路66號,洋菇,114/10/29,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14909,金色三麥餐飲股份有限公司(金色三麥新莊店晶冠店),新北市新莊區五工路66號,灩夏紅寶石,113/9/3,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14910,金色三麥餐飲股份有限公司新店裕隆城店,新北市新店區中興路三段70號一樓,凱薩沙拉,113/8/16,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14911,金色三麥餐飲股份有限公司新店裕隆城店,新北市新店區中興路三段70號一樓,–,113/8/19,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14912,金華清粥小菜小吃店,新北市板橋區中正路297號,腿庫,110/5/11,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14913,金蓬萊台菜餐廳,臺北市士林區天母東路101號,—,111/11/24,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14914,金蓬萊台菜餐廳,臺北市士林區天母東路101號,小排(楊),111/11/16,動物用藥>乙型受體素類,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14915,金蘋果農產行(大興隆水果),臺北市文山區興隆路四段56號,特選全紅蕃茄,110/6/18,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14916,金谷豐碾米廠,新北市土城區中央路4段125巷5號,蝦米,112/4/10,漂白劑、螢光增白劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14917,金財源管理顧問股份有限公司,新北市新莊區中華路2段1號2樓,紅茶,111/7/4,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14918,金賀小吃店,新北市永和區竹林路４５號（１樓）,豆皮,113/1/30,防腐劑、著色劑、殺菌劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14919,金車股份有限公司,臺北市中正區羅斯福路3段230號,-,110/4/13,標示,不合格,違反食安法第28條，依同法第45條裁處,40000,,違反食安法第28條，依同法第45條裁處,high,第28條 標示廣告不實/誇張/醫療效能
14920,金軒揚食品有限公司,新北市中和區錦和路30號1樓,豬後腿肉,110/10/18,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14921,金軒揚食品有限公司,新北市中和區建和里錦和路30號1，2樓,冷凍牛肉(牛),110/4/19,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14922,金金湯匙有限公司,新北市林口區文化一路2段189號1樓,松板豬肉,110/3/29,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14923,金鎬客平價牛排店(金豪客平價創意牛排),新北市板橋區龍興街95巷1號,-,112/1/30,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14924,金鎬客平價牛排店(金豪客平價創意牛排),新北市板橋區龍興街95巷1號,-,112/1/4,標示(鱈魚品名),不合格,違反食安法第28條，依同法第45條裁處。,40000,,違反食安法第28條，依同法第45條裁處,high,第28條 標示廣告不實/誇張/醫療效能
14925,金鑽牛有限公司,新北市中和區建一路92號1樓,桶柑,114/3/5,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14926,金鑽牛有限公司,新北市中和區建一路92號1樓,金煌芒果,114/6/24,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14927,金鑽牛有限公司,新北市中和區建一路92號,-,113/7/10,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14928,金鑽牛有限公司,新北市中和區建一路92號,-,113/7/2,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14929,金門特產中心,臺北市大安區羅斯福路三段63號1樓,鹹酥貢糖,113/4/8,真菌毒素,合格,,,—,未明確標示,info,原始資料未提供有效法條資訊
14930,金霖企業社(甘蔗の媽媽),臺北市中正區南陽街15之4號1樓,,112/3/27,標示(連鎖飲料便利商店及速食業之現場調製飲料標示規定),不合格,違反食安法第25條第2項，依同法第47條第10款裁處,30000,,違反食安法第25條，依同法第47條裁處,low,第25條 散裝食品標示
14931,金香濃企業社(陳Q黑砂糖刨冰),新北市新店區建國路187號1樓,冰塊,110/8/12,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14932,金香豬腳小吃店（金香豬腳涼麵）,臺北市中山區錦州街253號1樓,,113/9/20,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14933,金香豬腳小吃店（金香豬腳涼麵）,臺北市中山區錦州街253號1樓,-,113/10/8,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14934,金高豐食品有限公司,新北市中和區中正路754號5樓,豬大腸頭,110/4/9,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14935,金鷹商行,新北市中和區華新街30號,燒烤用調味醬,111/6/23,防腐劑、甜味劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14936,金龍,台北市信義區吳興街451號,魚絲,113/11/12,防腐劑、漂白劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14937,金龍,臺北市文山區興隆路2段97號,豬肚,110/7/29,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14938,金龍國小,新北市汐止區明峰街201號,自立午餐,114/2/11,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14939,金龍國小,新北市汐止區明峰街201號,自立午餐,113/6/7,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14940,金龍國小,新北市汐止區明峰街201號,-,113/6/24,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14941,金龍國小,新北市汐止區明峰街201號,-,112/3/7,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14942,金龍國小,新北市汐止區明峰街201號,-,111/2/25,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14943,金龍國小,新北市汐止區明峰街201號,-,110/5/17,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14944,金龍素食超市,新北市新莊區裕民街39號,麵筋製品,111/2/15,防腐劑、著色劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14945,金龍鳳會館股份有限公司,新北市鶯歌區建國路359號,絞肉,110/1/20,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14946,釜山拌飯處,臺北市信義區基隆路2段131-25號4樓,牛肉飯捲,113/8/19,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14947,釜山有限公司(京站雪嶽山),臺北市大同區承德路一段1號B3,-,114/9/18,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14948,釜山有限公司(京站雪嶽山),臺北市大同區承德路一段1號B3,-,114/9/9,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14949,釜山順豆腐餐廳,新北市板橋區中山路1段61號,豬肉(台灣),111/4/26,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14950,鈜景食品企業股份有限公司東門分公司,台北市中正區臨沂街70號,台灣牛牛腱(閹),110/11/29,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14951,鈞展企業社,新北市新莊區福營里福營路165巷9號1樓,香腸,114/7/24,保色劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14952,鈞統食品行,新北市中和區國光街184巷20號,豬肉捲(台灣),111/11/25,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14953,鈴木太太(LOVEIIZAKKA)(三層肉股份有限公司直營的購物網站),臺北市中山區南京東路2段8號11樓之1,日本的果實調製蘋果(青森產),111/8/9,放射性核種,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14954,鈺丰食品有限公司,新北市中和區中山路3段114巷35號,前腿肉(美國豬),112/11/10,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14955,鈺丰食品行,新北市板橋區長安街25巷20弄2號1樓,豬腸衣(荷蘭),111/9/6,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14956,鈺善閣餐飲有限公司(市招：鈺善閣),臺北市中正區北東路16號2樓、2樓之1,松子炒飯,112/12/7,食品中微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14957,鈺善閣餐飲有限公司(市招：鈺善閣),臺北市中正區北東路16號2樓、2樓之1,-,112/12/28,GHP,合格,,,-,未明確標示,info,原始資料未提供有效法條資訊
14958,鈺峰商號,新北市三峽區信義街14號,台灣人參脯,110/3/23,防腐劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14959,鈺峰商號,新北市三峽區信義街15號,汫度手切脯(老黑菜脯),110/3/24,防腐劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14960,鈺集餐飲商行,新北市中和區仁愛街12號,-,111/8/29,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14961,鉀漁有限公司(出一張嘴),臺北市中山區南京東路2段49號2樓,柳葉魚,111/7/22,動物用藥,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14962,鉀漁有限公司(出一張嘴),臺北市中山區南京東路2段49號2樓,-,111/8/5,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14963,鉅仁行,新北市新莊區化成路343號1樓,紫蘇梅,110/11/16,防腐劑、著色劑、甜味劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14964,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓、地下,-,114/2/20,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14965,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓、地下,-,114/3/6,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14966,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓、地下,肉絲(津谷),114/9/18,豬肉原產地標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14967,鉅登團膳食品有限公司,臺北市南港區西新里南港路3段80巷32號2樓、地下,-,114/4/14,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14968,鉅登團膳食品有限公司,臺北市南港區西新里南港路3段80巷32號2樓、地下,肉絲,114/3/25,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14969,鉅登團膳食品有限公司,臺北市南港區西新里南港路3段80巷32號2樓、地下,非基改干片,114/4/23,防腐劑、殺菌劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14970,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓、地下,-,114/9/3,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14971,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓、地下,非基改干片,114/12/16,防腐劑、著色劑、殺菌劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14972,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓,-,113/9/23,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14973,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓,香酥魚球便當,113/9/12,食品中微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14974,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓、地下,原料,113/9/23,豬肉原產地標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14975,鉅登團膳食品有限公司,台北市南港區西新里南港路三段八十巷三十二號二樓、地下,豆豉鮮魚便當,113/3/26,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14976,鉅登團膳食品有限公司,台北市南港區西新里南港路三段八十巷三十二號二樓、地下,-,113/5/20,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14977,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓,菜單,112/9/20,豬肉原產地標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14978,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓,沙嗲魚球便當,112/9/19,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14979,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓、地下,-,113/2/22,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14980,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓,-,112/2/23,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14981,鉅登團膳食品有限公司,台北市南港區西新里南港路三段八十巷三十二號二樓、地下,梅乾雞丁便當,111/3/17,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14982,鉅登團膳食品有限公司,台北市南港區西新里南港路三段八十巷三十二號二樓、地下,-,111/5/3,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14983,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓,-,110/10/18,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14984,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓,-,111/9/21,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14985,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓,-,111/10/4,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14986,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓,-,111/12/19,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14987,鉅登團膳食品有限公司,台北市南港區西新里南港路三段八十巷三十二號二樓,懷舊滷肉便當,110/3/9,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14988,鉅登團膳食品有限公司,台北市南港區西新里南港路三段八十巷三十二號二樓,-,110/3/29,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14989,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓,豬龍骨,111/3/17,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14990,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓,龍骨,111/2/24,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14991,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓,-,110/3/29,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14992,鉅登團膳食品有限公司,臺北市南港區南港路3段80巷32號2樓,懷舊滷肉便當,110/3/9,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14993,銀座杏子日式豬排內湖CityLink店,臺北市內湖區內湖區成功路4段188號2樓,安格斯牛腹肉片,113/9/11,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14994,銀鳳樓餐廳,新北市板橋區中山路1段2號2樓、3樓,–,110/4/13,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14995,銀鳳樓餐廳,新北市板橋區中山路1段2號2樓、3樓,炒櫻花蝦高麗菜,110/3/18,衛生標準,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14996,銀鳳樓餐廳,新北市板橋區中山路1段2號2-3樓,-,110/4/13,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14997,銀鳳樓餐廳,新北市板橋區中山路1段2號2-3樓,-,110/3/18,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14998,銅錵鍋,臺北市松山區光復北路208號,伊比利豬肉,114/5/2,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
14999,銓福肉粽行,臺北市士林區永平街74號1樓,蝦米(2A紅蝦),113/4/24,漂白劑、殺菌劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15000,銓福肉粽行,臺北市士林區永平街74號1樓,滿福精緻粽,112/5/8,防腐劑、食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15001,銓福肉粽行,臺北市士林區永平街74號1樓,,113/5/2,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15002,銓福肉粽行,臺北市士林區永平街74號1樓,-,112/5/23,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15003,銓福肉粽行,臺北市士林區永平街74號1樓,-,111/4/26,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15004,銓福肉粽行,臺北市士林區永平街74號1樓,紅藜養生粽,111/4/13,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15005,銓福肉粽行,臺北市士林區永平街74號1樓,鹹蛋黃,110/4/16,蘇丹色素,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15006,銓福肉粽行,臺北市士林區永平街74號1樓,-,110/4/22,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15007,銘俞國際貿易有限公司,新北市三重區中興里中興北街23巷2號(2樓),CHEFART油溶性色粉(白色),114/7/23,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15008,銘俞國際貿易有限公司,新北市三重區中興里中興北街23巷2號(2樓),-,114/8/12,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15009,銘珍食品廠有限公司,新北市淡水區下圭柔山119之2號,-,114/8/19,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15010,銘珍食品廠有限公司,新北市淡水區下圭柔山119之2號,紅土鹹蛋黃餡,114/7/24,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15011,銘珍食品廠有限公司,新北市淡水區下圭柔山119之12號,棗泥餡,113/7/1,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15012,銘珍食品廠有限公司,新北市淡水區下圭柔山119之12號,-,113/7/17,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15013,銘珍食品廠有限公司,新北市淡水區下圭柔山119之12號,高雄9號特級紅豆粒餡,112/7/26,防腐劑、甜味劑,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15014,銘珍食品廠有限公司,新北市淡水區下圭柔山119之12號,-,112/8/22,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15015,銘珍食品廠有限公司,新北市淡水區義山里下圭柔山119之12號,法國AOP奶油綠豆沙,112/7/17,標示,不合格,違反食安法第22條，依同法第47條裁處,30000,,違反食安法第22條，依同法第47條裁處,medium,第22條 包裝食品標示應載事項
15016,銘雄蔬果行,新北市土城區延吉街167號,甜豆莢,110/1/8,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15017,銳宗實業股份有限公司,臺北市大安區和平東路1段14號1樓,牛肉片,111/9/15,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15018,鋐昇冷凍食品企業社,新北市三峽區介壽里介壽路1段420巷4號1樓、6號1樓,後腳,113/4/26,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15019,鋐昇冷凍食品企業社,新北市三峽區介壽里介壽路1段420巷4號1樓、6號1樓,-,113/5/22,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15020,鋐昇冷凍食品企業社,新北市三峽區介壽路1段420巷4號,豬腳,110/6/8,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15021,鋐昇冷凍食品企業社,新北市三峽區介壽路1段420巷4號,冷凍豬後腳,110/3/9,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15022,鋐運商行,新北市新莊區中和街79號,爆玉米花,112/4/24,真菌毒素,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15023,鋐金有限公司(阿豬嘻烤肉村),臺北市萬華區峨眉街28號2樓,-,112/7/18,標示,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15024,鋒食堂,新北市中和區興南路1段56巷5號1樓,胸腹肉(牛肉),110/2/23,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15025,鋭亞創意有限公司(RayyaBakes瑞雅蛋糕),臺北市松山區塔悠路216號1樓,-,114/3/20,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15026,鋼鐵人廚房小吃店,臺北市中正區八德路1段82巷9弄7號,凱薩沙拉,110/1/29,食品微生物,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15027,錢儷小吃店(強強滾自助火鍋百匯),臺北市士林區福國路71號1樓,絲瓜,110/5/5,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15028,錢儷小吃店(錢都日式涮涮鍋),臺北市士林區福國路71號之1,白蘿蔔,114/1/6,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15029,錢儷小吃店(錢都日式涮涮鍋),臺北市士林區福國路71號之1,秀珍菇,113/1/16,農藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15030,錢曆涮涮鍋店,新北市土城區立德路76號1樓,梅花豬肉(丹麥),114/5/13,動物用藥殘留,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15031,錢樂餐飲店,新北市板橋區館前西路131號,鮮蚵,112/9/22,重金屬,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
15032,錢櫃企業股份有限公司-台北松江分公司(市招：錢櫃PARTYWORLD臺北松江店),臺北市中山區松江路193號1樓及3至11樓、195號1樓及3至11樓、197號1樓及3至11樓、199號1樓及3至11樓、201號1樓及3至11樓,-,110/5/6,GHP,合格,,,,未明確標示,info,原始資料未提供有效法條資訊
